1762357761,6.8460073,506.72687,24.320358
1762357762,6.9164066,510.1315,24.93437
1762357762,6.919951,497.0017,24.805756
1762357763,6.955836,497.52356,25.002338
1762357764,6.9516954,492.173,24.972345
1762357765,6.9548836,498.40683,24.979513
1762357766,6.9334793,501.1498,25.03037
1762357766,6.928855,497.54517,25.10987
1762357767,6.9270573,498.56146,25.086914
1762357768,6.939241,497.91788,25.038366
1762357769,6.9641876,497.41406,25.1681
1762357770,6.9838333,495.8401,25.196974
1762357770,6.9937806,498.55548,25.338165
1762357771,7.002004,501.33807,25.265388
1762357772,6.9906206,502.42075,25.240559
1762357773,6.9899855,496.66367,25.166708
1762357774,7.0202193,494.09424,25.121105
1762357774,7.0449057,498.57294,25.00772
1762357775,7.0724626,496.81348,25.098272
1762357776,7.0742607,500.30283,25.200754
1762357777,7.0617156,501.9078,25.168901
1762357778,7.0530176,503.40753,25.08955
1762357778,7.0604234,504.4401,24.949963
1762357779,7.0408983,500.45596,25.050714
1762357780,7.0408387,500.43805,25.026537
1762357781,7.0247016,502.50952,25.151892
1762357782,7.0186195,505.38867,25.211031
1762357782,7.013652,505.8531,25.31174
1762357783,6.9938545,505.8216,25.327724
1762357784,6.9933257,505.41357,25.325745
1762357785,6.9789953,501.28882,25.264914
1762357786,6.949881,499.11786,25.19176
1762357786,6.94139,495.48358,25.141973
1762357787,6.952052,499.1978,25.000944
1762357788,6.9877815,503.6898,25.08348
1762357789,7.010108,504.80957,25.063618
1762357790,7.0230393,504.19092,25.06195
1762357790,7.030305,501.14395,25.068268
1762357791,7.0247407,499.3085,24.979927
1762357792,7.007548,495.99127,24.829258
1762357793,7.0363464,499.20108,24.89693
1762357794,7.073642,502.7525,25.01463
1762357794,7.0547323,503.3334,25.133974
1762357795,7.0633407,502.32504,25.268589
1762357796,7.036746,500.90884,25.161175
1762357797,7.023426,500.11572,25.185513
1762357798,7.0099688,498.5957,25.158848
1762357798,7.012268,498.02432,25.196651
1762357799,7.018748,500.7181,25.183989
1762357800,7.0281053,501.89526,25.269695
1762357801,6.9972563,502.70615,25.147995
1762357802,6.98128,497.59482,25.051636
1762357802,6.9935594,498.3332,25.10252
1762357803,6.995665,494.02222,25.024994
1762357804,6.9863296,492.73224,25.151062
1762357805,6.9985056,493.14838,25.13854
1762357806,6.993212,493.7788,25.109594
1762357806,6.967164,494.10553,24.943588
1762357807,6.961465,491.37686,24.906906
1762357808,6.9711785,490.30777,24.947819
1762357809,7.00576,487.41528,24.971888
1762357810,7.0231705,492.69296,25.065357
1762357810,7.025042,495.8121,24.959564
1762357811,7.003012,500.54532,24.877016
1762357812,7.005187,502.64185,24.85986
1762357813,6.9975495,499.97037,24.800724
1762357814,6.98916,501.91733,24.760311
1762357814,7.007535,503.21637,24.799479
1762357815,7.0240593,506.50513,24.897184
1762357816,7.033635,504.75522,24.850073
1762357817,7.004528,507.42188,25.002018
1762357818,6.987115,502.50555,24.871164
1762357819,7.0075097,498.95206,24.942518
1762357819,7.0096207,498.4029,25.01208
1762357820,7.019221,496.23764,24.94302
1762357821,7.0081406,501.03897,24.8727
1762357822,7.035432,498.41553,24.963238
1762357823,7.0354867,498.92325,24.961187
1762357823,7.0071096,499.83994,24.956135
1762357824,7.006386,504.37637,24.950605
1762357825,7.0013404,505.15298,24.851511
1762357826,6.9819098,505.6328,24.93768
1762357827,6.9834948,507.01715,24.813631
1762357827,6.9880385,508.0708,24.899052
1762357828,7.0122194,507.6848,24.996368
1762357829,7.0162506,502.77142,25.010818
1762357830,7.0111365,501.78564,25.034513
1762357831,6.9996047,502.15225,25.10261
1762357831,7.00057,499.35797,24.969334
1762357832,6.9658,496.48456,24.952267
1762357833,6.9772773,491.6626,24.961025
1762357834,6.9857063,492.32404,25.032387
1762357835,6.978209,495.19073,25.089931
1762357835,6.993497,491.05145,25.050627
1762357836,6.9621553,489.93195,24.96208
1762357837,6.9700956,491.9807,25.11704
1762357838,6.9566526,491.95932,25.010962
1762357839,6.9691086,493.4192,24.87532
1762357839,6.977164,492.1502,24.968647
1762357840,7.003807,492.26993,25.081581
1762357841,7.0284333,494.44644,24.991625
1762357842,7.025102,495.22095,25.000359
1762357843,7.014792,494.22104,24.984415
1762357843,6.9785576,497.96484,25.042904
1762357844,6.97614,500.22983,25.119467
1762357845,6.9728975,499.87637,25.069159
1762357846,6.988476,502.77362,25.033773
1762357847,6.981761,502.62744,25.201557
1762357847,6.984393,506.74356,25.136501
1762357848,6.963479,505.97867,24.966257
1762357849,6.957113,508.59918,25.137478
1762357850,6.9681673,507.09586,25.03836
1762357851,6.9551263,504.7561,25.074472
1762357851,6.9608994,504.2508,25.03744
1762357852,6.964845,502.601,24.946014
1762357853,6.9847784,502.8946,24.915028
1762357854,6.9795427,501.6452,24.981586
1762357855,6.9760284,496.4214,24.982819
1762357855,6.99139,493.7204,25.035795
1762357856,7.0006776,493.706,25.042912
1762357857,6.990096,491.29932,24.961895
1762357858,7.009107,493.27594,24.955425
1762357859,7.0177374,492.82697,24.871643
